time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-08 00:00:00+00:00,58,2,476,22
2024-10-09 00:00:00+00:00,2,2,147,29
2024-10-10 00:00:00+00:00,30,3,267,30
2024-10-11 00:00:00+00:00,48,1,158,21
2024-10-12 00:00:00+00:00,29,2,65,16
2024-10-13 00:00:00+00:00,5,1,45,11
2024-10-14 00:00:00+00:00,35,3,131,23
2024-10-15 00:00:00+00:00,9,7,115,26
2024-10-16 00:00:00+00:00,137,2,243,26
2024-10-17 00:00:00+00:00,72,3,361,26
2024-10-18 00:00:00+00:00,197,2,230,22
2024-10-19 00:00:00+00:00,24,1,62,11
2024-10-20 00:00:00+00:00,38,3,72,11
2024-10-21 00:00:00+00:00,105,1,154,19
