referrer,views_total,views_unique
github.com,771,53
mflowcode.github.io,231,60
Google,163,57
sciencedirect.com,70,13
DuckDuckGo,26,1
statics.teams.cdn.office.net,21,6
Bing,13,10
researchgate.net,6,2
ya.ru,3,1
hpcwire.com,2,1
