time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-04 00:00:00+00:00,83,4,107,18
2024-03-05 00:00:00+00:00,214,3,175,14
2024-03-06 00:00:00+00:00,80,4,191,22
2024-03-07 00:00:00+00:00,26,4,255,18
2024-03-08 00:00:00+00:00,93,3,189,18
2024-03-09 00:00:00+00:00,58,2,44,9
2024-03-10 00:00:00+00:00,25,3,39,10
2024-03-11 00:00:00+00:00,79,2,195,14
2024-03-12 00:00:00+00:00,11,5,143,23
2024-03-13 00:00:00+00:00,26,6,163,18
2024-03-14 00:00:00+00:00,3,3,126,17
2024-03-15 00:00:00+00:00,53,6,99,8
2024-03-16 00:00:00+00:00,28,4,103,13
2024-03-17 00:00:00+00:00,58,2,55,10
