time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-15 00:00:00+00:00,126,4,258,17
2024-05-16 00:00:00+00:00,167,7,420,26
2024-05-17 00:00:00+00:00,160,4,425,20
2024-05-18 00:00:00+00:00,55,3,182,10
2024-05-19 00:00:00+00:00,99,5,234,7
2024-05-20 00:00:00+00:00,144,4,372,17
2024-05-21 00:00:00+00:00,96,5,396,19
2024-05-22 00:00:00+00:00,144,4,398,26
2024-05-23 00:00:00+00:00,69,2,322,19
2024-05-24 00:00:00+00:00,209,8,601,19
2024-05-25 00:00:00+00:00,106,4,237,18
2024-05-26 00:00:00+00:00,70,3,115,12
2024-05-27 00:00:00+00:00,78,5,356,19
2024-05-28 00:00:00+00:00,56,4,332,21
