referrer,views_total,views_unique
github.com,829,27
mflowcode.github.io,256,26
Google,101,15
Bing,10,5
DuckDuckGo,9,3
statics.teams.cdn.office.net,7,1
comp-physics.group,6,3
mail.google.com,4,1
cn.bing.com,1,1
hgpu.org,1,1
