time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-11 00:00:00+00:00,20,8,136,18
2025-03-12 00:00:00+00:00,10,3,879,286
2025-03-13 00:00:00+00:00,49,4,211,61
2025-03-14 00:00:00+00:00,53,7,122,46
2025-03-15 00:00:00+00:00,32,3,86,21
2025-03-16 00:00:00+00:00,14,4,74,21
2025-03-17 00:00:00+00:00,16,3,172,51
2025-03-18 00:00:00+00:00,44,7,97,35
2025-03-19 00:00:00+00:00,20,4,155,37
2025-03-20 00:00:00+00:00,123,2,191,30
2025-03-21 00:00:00+00:00,21,5,113,29
2025-03-22 00:00:00+00:00,3,3,55,16
2025-03-23 00:00:00+00:00,46,7,60,13
2025-03-24 00:00:00+00:00,24,2,93,25
