referrer,views_total,views_unique
github.com,1108,42
mflowcode.github.io,538,51
Google,113,34
DuckDuckGo,22,2
comp-physics.group,16,4
Bing,14,6
linkedin.com,6,1
cn.bing.com,5,5
mail.google.com,5,1
chatgpt.com,3,3
