url_path,views_total,views_unique
/MFlowCode/MFC/pulls,455,16
/MFlowCode/MFC,333,87
/MFlowCode/MFC/pull/879,103,7
/MFlowCode/MFC/tree/master/src,59,21
/MFlowCode/MFC/issues,57,14
/MFlowCode/MFC/pull/881,51,4
/MFlowCode/MFC/pull/878,49,4
/MFlowCode/MFC/issues/914,47,12
/MFlowCode/MFC/pull/907,38,5
/MFlowCode/MFC/pull/908,38,4
