time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-07 00:00:00+00:00,4,2,32,16
2025-01-08 00:00:00+00:00,20,3,17,5
2025-01-09 00:00:00+00:00,71,5,136,21
2025-01-10 00:00:00+00:00,56,4,90,14
2025-01-11 00:00:00+00:00,55,2,63,12
2025-01-12 00:00:00+00:00,4,1,59,9
2025-01-13 00:00:00+00:00,10,2,49,16
2025-01-14 00:00:00+00:00,9,3,59,19
2025-01-15 00:00:00+00:00,56,2,192,19
2025-01-16 00:00:00+00:00,17,2,123,20
2025-01-17 00:00:00+00:00,7,2,184,25
2025-01-18 00:00:00+00:00,56,2,217,9
2025-01-19 00:00:00+00:00,80,2,160,12
2025-01-20 00:00:00+00:00,111,3,99,9
