url_path,views_total,views_unique
/MFlowCode/MFC/pulls,383,22
/MFlowCode/MFC,345,172
/MFlowCode/MFC/pull/1700,75,5
/MFlowCode/MFC/issues,55,20
/MFlowCode/MFC/pull/1667,50,10
/MFlowCode/MFC/pull/1414,44,5
/MFlowCode/MFC/tree/master/src,41,21
/MFlowCode/MFC/releases/tag/v5.6.1,38,26
/MFlowCode/MFC/pull/1672,36,6
/MFlowCode/MFC/tree/master/examples,35,21
