time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-11 00:00:00+00:00,34,1,87,10
2024-04-12 00:00:00+00:00,66,10,298,18
2024-04-13 00:00:00+00:00,22,2,99,9
2024-04-14 00:00:00+00:00,1,1,26,9
2024-04-15 00:00:00+00:00,24,3,180,16
2024-04-16 00:00:00+00:00,18,2,103,13
2024-04-17 00:00:00+00:00,106,4,250,20
2024-04-18 00:00:00+00:00,36,4,153,12
2024-04-19 00:00:00+00:00,5,4,178,23
2024-04-20 00:00:00+00:00,5,1,230,9
2024-04-21 00:00:00+00:00,23,3,43,8
2024-04-22 00:00:00+00:00,52,4,248,19
2024-04-23 00:00:00+00:00,6,4,116,16
2024-04-24 00:00:00+00:00,10,4,108,12
