time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-01 00:00:00+00:00,61,18,196,46
2025-10-02 00:00:00+00:00,25,10,91,32
2025-10-03 00:00:00+00:00,133,3,81,20
2025-10-04 00:00:00+00:00,102,20,72,20
2025-10-05 00:00:00+00:00,89,25,122,33
2025-10-06 00:00:00+00:00,102,16,247,46
2025-10-07 00:00:00+00:00,184,12,172,30
2025-10-08 00:00:00+00:00,259,24,178,38
2025-10-09 00:00:00+00:00,190,24,218,32
2025-10-10 00:00:00+00:00,408,40,318,34
2025-10-11 00:00:00+00:00,152,79,144,18
2025-10-12 00:00:00+00:00,122,28,70,17
2025-10-13 00:00:00+00:00,263,76,218,31
2025-10-14 00:00:00+00:00,75,38,235,40
