referrer,views_total,views_unique
github.com,334,61
mflowcode.github.io,245,49
Bing,188,23
Google,140,41
moodle.u-bordeaux.fr,45,2
arxiv.org,28,2
chatgpt.com,20,7
sciencedirect.com,5,2
DuckDuckGo,3,2
colonius.caltech.edu,2,2
