referrer,views_total,views_unique
github.com,884,25
mflowcode.github.io,235,29
Google,100,23
Bing,39,5
ecrc.github.io,38,1
goodfirstissues.com,4,3
cn.bing.com,4,2
link.zhihu.com,4,1
DuckDuckGo,3,1
exmail.qq.com,2,1
