time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-12 00:00:00+00:00,4,1,59,9
2025-01-13 00:00:00+00:00,10,2,49,16
2025-01-14 00:00:00+00:00,9,3,59,19
2025-01-15 00:00:00+00:00,56,2,192,19
2025-01-16 00:00:00+00:00,17,2,123,20
2025-01-17 00:00:00+00:00,7,2,184,25
2025-01-18 00:00:00+00:00,56,2,217,9
2025-01-19 00:00:00+00:00,80,2,160,12
2025-01-20 00:00:00+00:00,142,3,108,10
2025-01-21 00:00:00+00:00,88,2,143,14
2025-01-22 00:00:00+00:00,2,1,44,14
2025-01-23 00:00:00+00:00,11,1,155,19
2025-01-24 00:00:00+00:00,12,2,169,20
2025-01-25 00:00:00+00:00,80,2,25,6
