time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-15 00:00:00+00:00,329,9,292,28
2025-09-16 00:00:00+00:00,33,12,148,27
2025-09-17 00:00:00+00:00,104,22,92,27
2025-09-18 00:00:00+00:00,204,20,199,30
2025-09-19 00:00:00+00:00,98,17,101,22
2025-09-20 00:00:00+00:00,40,15,46,17
2025-09-21 00:00:00+00:00,10,7,40,15
2025-09-22 00:00:00+00:00,256,16,217,31
2025-09-23 00:00:00+00:00,31,12,51,17
2025-09-24 00:00:00+00:00,122,15,236,29
2025-09-25 00:00:00+00:00,92,11,269,36
2025-09-26 00:00:00+00:00,89,17,203,36
2025-09-27 00:00:00+00:00,30,8,114,16
2025-09-28 00:00:00+00:00,110,20,91,20
