referrer,views_total,views_unique
github.com,352,55
Google,98,32
Bing,90,12
mflowcode.github.io,73,23
t.co,6,5
DuckDuckGo,6,1
statics.teams.cdn.office.net,4,1
fortranwiki.org,3,2
sciencedirect.com,3,2
cigmo.github.io,3,1
