referrer,views_total,views_unique
github.com,1288,52
mflowcode.github.io,370,51
Google,105,32
cn.bing.com,29,5
Bing,9,4
mail.qq.com,4,1
goodfirstissues.com,2,2
yandex.ru,2,2
comp-physics.group,2,2
DuckDuckGo,1,1
