time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-29 00:00:00+00:00,76,2,171,24
2024-08-30 00:00:00+00:00,130,2,272,23
2024-08-31 00:00:00+00:00,131,3,150,15
2024-09-01 00:00:00+00:00,75,4,351,17
2024-09-02 00:00:00+00:00,3,2,216,22
2024-09-03 00:00:00+00:00,130,2,836,16
2024-09-04 00:00:00+00:00,113,1,924,29
2024-09-05 00:00:00+00:00,202,4,443,21
2024-09-06 00:00:00+00:00,92,1,407,31
2024-09-07 00:00:00+00:00,92,3,148,15
2024-09-08 00:00:00+00:00,46,3,178,18
2024-09-09 00:00:00+00:00,225,2,404,23
2024-09-10 00:00:00+00:00,157,3,130,18
2024-09-11 00:00:00+00:00,124,2,250,23
