time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-05 00:00:00+00:00,115.0,7.0,244,19
2024-02-06 00:00:00+00:00,62.0,2.0,177,13
2024-02-07 00:00:00+00:00,63.0,5.0,227,14
2024-02-08 00:00:00+00:00,68.0,1.0,199,9
2024-02-09 00:00:00+00:00,110.0,5.0,172,11
2024-02-10 00:00:00+00:00,39.0,3.0,102,5
2024-02-11 00:00:00+00:00,120.0,3.0,184,7
2024-02-12 00:00:00+00:00,64.0,4.0,173,9
2024-02-13 00:00:00+00:00,153.0,2.0,202,10
2024-02-14 00:00:00+00:00,84.0,3.0,120,16
2024-02-15 00:00:00+00:00,25.0,3.0,142,11
2024-02-16 00:00:00+00:00,37.0,1.0,68,11
2024-02-17 00:00:00+00:00,34.0,4.0,52,5
2024-02-18 00:00:00+00:00,,,56,10
