referrer,views_total,views_unique
github.com,988,31
mflowcode.github.io,259,36
Google,95,22
Bing,39,5
ecrc.github.io,38,1
comp-physics.group,12,1
exmail.qq.com,5,1
goodfirstissues.com,4,3
cn.bing.com,4,2
DuckDuckGo,3,1
