referrer,views_total,views_unique
github.com,468,53
Google,141,33
mflowcode.github.io,137,25
Bing,88,7
t.co,6,5
DuckDuckGo,6,1
sciencedirect.com,5,3
statics.teams.cdn.office.net,5,2
olcf.ornl.gov,3,3
fortranwiki.org,3,2
