time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-24 00:00:00+00:00,326,1,194,15
2024-11-25 00:00:00+00:00,398,4,503,26
2024-11-26 00:00:00+00:00,781,1,529,16
2024-11-27 00:00:00+00:00,278,2,267,21
2024-11-28 00:00:00+00:00,159,2,158,14
2024-11-29 00:00:00+00:00,7,1,157,12
2024-11-30 00:00:00+00:00,149,1,211,11
2024-12-01 00:00:00+00:00,107,2,133,10
2024-12-02 00:00:00+00:00,253,2,363,24
2024-12-03 00:00:00+00:00,87,2,361,21
2024-12-04 00:00:00+00:00,5,1,98,16
2024-12-05 00:00:00+00:00,155,2,401,16
2024-12-06 00:00:00+00:00,8,1,56,10
2024-12-07 00:00:00+00:00,139,3,142,9
