time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-11 00:00:00+00:00,936,27,181,31
2026-02-12 00:00:00+00:00,899,34,124,29
2026-02-13 00:00:00+00:00,1825,46,119,35
2026-02-14 00:00:00+00:00,3378,368,143,13
2026-02-15 00:00:00+00:00,1598,103,37,21
2026-02-16 00:00:00+00:00,1024,65,70,23
2026-02-17 00:00:00+00:00,1170,77,96,29
2026-02-18 00:00:00+00:00,831,82,152,34
2026-02-19 00:00:00+00:00,2455,109,83,29
2026-02-20 00:00:00+00:00,717,39,181,26
2026-02-21 00:00:00+00:00,3062,102,180,28
2026-02-22 00:00:00+00:00,3181,115,187,41
2026-02-23 00:00:00+00:00,2895,49,230,32
2026-02-24 00:00:00+00:00,3500,71,236,38
