referrer,views_total,views_unique
github.com,585,25
mflowcode.github.io,268,31
Google,35,19
comp-physics.group,18,5
cn.bing.com,12,3
Bing,9,4
physics.paperswithcode.com,2,1
DuckDuckGo,1,1
