time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-04 00:00:00+00:00,340,13,270,82
2026-08-05 00:00:00+00:00,390,26,197,43
2026-08-06 00:00:00+00:00,113,17,152,29
2026-08-07 00:00:00+00:00,166,14,114,33
2026-08-08 00:00:00+00:00,745,19,138,30
2026-08-09 00:00:00+00:00,2955,115,212,31
2026-08-10 00:00:00+00:00,587,25,241,40
2026-08-11 00:00:00+00:00,833,29,291,43
2026-08-12 00:00:00+00:00,624,15,99,29
2026-08-13 00:00:00+00:00,211,13,233,53
2026-08-14 00:00:00+00:00,1016,16,258,52
2026-08-15 00:00:00+00:00,560,19,142,28
2026-08-16 00:00:00+00:00,1126,24,233,96
2026-08-17 00:00:00+00:00,373,19,224,93
