time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-22 00:00:00+00:00,205,12,136,29
2025-11-23 00:00:00+00:00,207,6,303,55
2025-11-24 00:00:00+00:00,231,13,307,58
2025-11-25 00:00:00+00:00,1089,18,484,43
2025-11-26 00:00:00+00:00,385,18,143,28
2025-11-27 00:00:00+00:00,851,35,120,31
2025-11-28 00:00:00+00:00,716,26,123,17
2025-11-29 00:00:00+00:00,2528,57,315,32
2025-11-30 00:00:00+00:00,483,17,223,18
2025-12-01 00:00:00+00:00,528,25,215,41
2025-12-02 00:00:00+00:00,35,16,220,56
2025-12-03 00:00:00+00:00,581,47,262,51
2025-12-04 00:00:00+00:00,414,31,290,51
2025-12-05 00:00:00+00:00,1776,44,263,55
