time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-28 00:00:00+00:00,111,6,173,22
2024-02-29 00:00:00+00:00,105,2,150,16
2024-03-01 00:00:00+00:00,41,2,125,20
2024-03-02 00:00:00+00:00,275,3,119,7
2024-03-03 00:00:00+00:00,73,2,109,13
2024-03-04 00:00:00+00:00,83,4,107,18
2024-03-05 00:00:00+00:00,214,3,175,14
2024-03-06 00:00:00+00:00,80,4,191,22
2024-03-07 00:00:00+00:00,26,4,255,18
2024-03-08 00:00:00+00:00,93,3,189,18
2024-03-09 00:00:00+00:00,58,2,44,9
2024-03-10 00:00:00+00:00,25,3,39,10
2024-03-11 00:00:00+00:00,79,2,195,14
2024-03-12 00:00:00+00:00,8,2,111,22
