time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-10 00:00:00+00:00,412,20,407,30
2025-11-11 00:00:00+00:00,208,10,388,37
2025-11-12 00:00:00+00:00,607,42,340,29
2025-11-13 00:00:00+00:00,154,11,289,27
2025-11-14 00:00:00+00:00,220,20,237,33
2025-11-15 00:00:00+00:00,503,45,78,26
2025-11-16 00:00:00+00:00,195,11,93,20
2025-11-17 00:00:00+00:00,525,20,218,32
2025-11-18 00:00:00+00:00,110,16,132,25
2025-11-19 00:00:00+00:00,308,14,197,37
2025-11-20 00:00:00+00:00,29,3,275,44
2025-11-21 00:00:00+00:00,20,6,233,51
2025-11-22 00:00:00+00:00,205,12,136,29
2025-11-23 00:00:00+00:00,171,6,275,51
