referrer,views_total,views_unique
github.com,367,67
Bing,126,16
mflowcode.github.io,124,27
Google,99,35
goodfirstissues.com,11,3
sciencedirect.com,11,2
Baidu,3,1
Yahoo,2,2
github-help-wanted.com,2,1
arxiv.org,1,1
