time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-23 00:00:00+00:00,67,6,60,15
2025-04-24 00:00:00+00:00,121,5,164,23
2025-04-25 00:00:00+00:00,262,10,134,15
2025-04-26 00:00:00+00:00,32,5,53,18
2025-04-27 00:00:00+00:00,22,4,177,16
2025-04-28 00:00:00+00:00,33,2,213,30
2025-04-29 00:00:00+00:00,13,5,133,23
2025-04-30 00:00:00+00:00,116,8,226,27
2025-05-01 00:00:00+00:00,117,8,195,18
2025-05-02 00:00:00+00:00,134,3,91,15
2025-05-03 00:00:00+00:00,41,4,16,6
2025-05-04 00:00:00+00:00,6,4,44,7
2025-05-05 00:00:00+00:00,41,6,134,13
2025-05-06 00:00:00+00:00,59,5,98,11
