time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-07 00:00:00+00:00,67,4,308,17
2024-06-08 00:00:00+00:00,21,3,91,9
2024-06-09 00:00:00+00:00,100,4,105,9
2024-06-10 00:00:00+00:00,28,7,217,14
2024-06-11 00:00:00+00:00,3,2,175,16
2024-06-12 00:00:00+00:00,22,5,144,18
2024-06-13 00:00:00+00:00,41,3,155,16
2024-06-14 00:00:00+00:00,42,4,144,11
2024-06-15 00:00:00+00:00,1,1,19,6
2024-06-16 00:00:00+00:00,15,1,55,9
2024-06-17 00:00:00+00:00,2,2,100,16
2024-06-18 00:00:00+00:00,55,6,83,10
2024-06-19 00:00:00+00:00,64,9,121,16
2024-06-20 00:00:00+00:00,41,4,155,16
