time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-06 00:00:00+00:00,30,1,83,17
2025-09-07 00:00:00+00:00,48,6,148,17
2025-09-08 00:00:00+00:00,145,6,187,34
2025-09-09 00:00:00+00:00,36,6,59,21
2025-09-10 00:00:00+00:00,71,7,78,26
2025-09-11 00:00:00+00:00,38,8,121,27
2025-09-12 00:00:00+00:00,190,9,133,19
2025-09-13 00:00:00+00:00,126,13,75,10
2025-09-14 00:00:00+00:00,12,4,98,12
2025-09-15 00:00:00+00:00,329,9,292,28
2025-09-16 00:00:00+00:00,33,12,148,27
2025-09-17 00:00:00+00:00,104,22,92,27
2025-09-18 00:00:00+00:00,204,20,199,30
2025-09-19 00:00:00+00:00,98,17,101,22
