time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-02 00:00:00+00:00,2229,82,346,52
2026-09-03 00:00:00+00:00,1913,59,322,62
2026-09-04 00:00:00+00:00,1950,88,279,50
2026-09-05 00:00:00+00:00,2460,100,277,46
2026-09-06 00:00:00+00:00,2001,94,183,42
2026-09-07 00:00:00+00:00,2071,71,299,36
2026-09-08 00:00:00+00:00,1710,35,342,53
2026-09-09 00:00:00+00:00,894,17,138,37
2026-09-10 00:00:00+00:00,1090,40,270,55
2026-09-11 00:00:00+00:00,1283,72,155,38
2026-09-12 00:00:00+00:00,2468,232,195,39
2026-09-13 00:00:00+00:00,2387,134,179,38
2026-09-14 00:00:00+00:00,1320,56,134,49
2026-09-15 00:00:00+00:00,707,37,235,59
