time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-22 00:00:00+00:00,144,4,398,26
2024-05-23 00:00:00+00:00,69,2,322,19
2024-05-24 00:00:00+00:00,209,8,601,19
2024-05-25 00:00:00+00:00,106,4,237,18
2024-05-26 00:00:00+00:00,70,3,115,12
2024-05-27 00:00:00+00:00,78,5,356,19
2024-05-28 00:00:00+00:00,56,4,341,23
2024-05-29 00:00:00+00:00,174,3,308,12
2024-05-30 00:00:00+00:00,129,6,270,17
2024-05-31 00:00:00+00:00,19,6,131,12
2024-06-01 00:00:00+00:00,28,3,82,11
2024-06-02 00:00:00+00:00,105,2,55,8
2024-06-03 00:00:00+00:00,89,7,321,14
2024-06-04 00:00:00+00:00,21,4,138,13
