time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-26 00:00:00+00:00,26,6,45,19
2025-12-27 00:00:00+00:00,150,9,99,25
2025-12-28 00:00:00+00:00,43,2,45,22
2025-12-29 00:00:00+00:00,130,8,66,23
2025-12-30 00:00:00+00:00,42,16,77,17
2025-12-31 00:00:00+00:00,108,87,44,17
2026-01-01 00:00:00+00:00,151,27,42,10
2026-01-02 00:00:00+00:00,190,8,99,29
2026-01-03 00:00:00+00:00,240,13,57,13
2026-01-04 00:00:00+00:00,145,8,117,23
2026-01-05 00:00:00+00:00,428,9,48,22
2026-01-06 00:00:00+00:00,552,13,152,27
2026-01-07 00:00:00+00:00,174,9,78,24
2026-01-08 00:00:00+00:00,23,5,212,56
