time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-21 00:00:00+00:00,857,23,522,15
2025-06-22 00:00:00+00:00,427,9,350,13
2025-06-23 00:00:00+00:00,212,10,412,28
2025-06-24 00:00:00+00:00,240,8,490,28
2025-06-25 00:00:00+00:00,48,4,165,21
2025-06-26 00:00:00+00:00,135,10,293,22
2025-06-27 00:00:00+00:00,500,22,339,22
2025-06-28 00:00:00+00:00,341,10,267,14
2025-06-29 00:00:00+00:00,329,10,258,17
2025-06-30 00:00:00+00:00,121,9,460,24
2025-07-01 00:00:00+00:00,398,17,287,27
2025-07-02 00:00:00+00:00,209,12,280,31
2025-07-03 00:00:00+00:00,545,23,190,19
2025-07-04 00:00:00+00:00,105,6,137,24
