time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-21 00:00:00+00:00,34,6,135,22
2025-08-22 00:00:00+00:00,92,7,191,20
2025-08-23 00:00:00+00:00,8,2,133,29
2025-08-24 00:00:00+00:00,25,5,73,11
2025-08-25 00:00:00+00:00,12,6,138,26
2025-08-26 00:00:00+00:00,61,7,218,24
2025-08-27 00:00:00+00:00,26,6,58,24
2025-08-28 00:00:00+00:00,17,9,109,19
2025-08-29 00:00:00+00:00,7,3,52,13
2025-08-30 00:00:00+00:00,2,1,43,14
2025-08-31 00:00:00+00:00,170,8,70,11
2025-09-01 00:00:00+00:00,161,9,296,30
2025-09-02 00:00:00+00:00,138,10,176,25
2025-09-03 00:00:00+00:00,150,13,149,29
