time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-13 00:00:00+00:00,26,3,144,20
2025-08-14 00:00:00+00:00,117,5,176,23
2025-08-15 00:00:00+00:00,60,8,73,19
2025-08-16 00:00:00+00:00,8,5,65,13
2025-08-17 00:00:00+00:00,54,7,95,18
2025-08-18 00:00:00+00:00,203,7,147,20
2025-08-19 00:00:00+00:00,45,8,104,15
2025-08-20 00:00:00+00:00,69,6,54,15
2025-08-21 00:00:00+00:00,34,6,135,22
2025-08-22 00:00:00+00:00,92,7,191,20
2025-08-23 00:00:00+00:00,8,2,133,29
2025-08-24 00:00:00+00:00,25,5,73,11
2025-08-25 00:00:00+00:00,12,6,138,26
2025-08-26 00:00:00+00:00,59,7,218,24
