referrer,views_total,views_unique
github.com,1177,46
mflowcode.github.io,397,54
Google,89,31
cn.bing.com,30,6
Bing,8,4
mail.qq.com,4,1
goodfirstissues.com,2,2
comp-physics.group,2,2
yandex.ru,2,2
