referrer,views_total,views_unique
github.com,1447,53
mflowcode.github.io,374,52
Google,99,33
cn.bing.com,29,5
Bing,8,4
mail.qq.com,4,1
goodfirstissues.com,3,2
comp-physics.group,2,2
DuckDuckGo,1,1
