time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-09 00:00:00+00:00,190,24,218,32
2025-10-10 00:00:00+00:00,408,40,318,34
2025-10-11 00:00:00+00:00,152,79,144,18
2025-10-12 00:00:00+00:00,122,28,70,17
2025-10-13 00:00:00+00:00,263,76,218,31
2025-10-14 00:00:00+00:00,75,38,239,43
2025-10-15 00:00:00+00:00,107,37,160,29
2025-10-16 00:00:00+00:00,230,10,249,37
2025-10-17 00:00:00+00:00,139,14,223,35
2025-10-18 00:00:00+00:00,63,10,78,21
2025-10-19 00:00:00+00:00,60,10,60,21
2025-10-20 00:00:00+00:00,123,16,171,33
2025-10-21 00:00:00+00:00,150,25,203,40
2025-10-22 00:00:00+00:00,39,18,225,33
