time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-10 00:00:00+00:00,587,25,241,40
2026-08-11 00:00:00+00:00,833,29,291,43
2026-08-12 00:00:00+00:00,624,15,99,29
2026-08-13 00:00:00+00:00,211,13,233,53
2026-08-14 00:00:00+00:00,1016,16,258,52
2026-08-15 00:00:00+00:00,560,19,142,28
2026-08-16 00:00:00+00:00,1126,24,233,96
2026-08-17 00:00:00+00:00,373,19,224,93
2026-08-18 00:00:00+00:00,922,15,158,47
2026-08-19 00:00:00+00:00,2083,37,338,54
2026-08-20 00:00:00+00:00,860,20,349,61
2026-08-21 00:00:00+00:00,1391,21,347,63
2026-08-22 00:00:00+00:00,728,11,172,32
2026-08-23 00:00:00+00:00,1456,17,216,26
