time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-13 00:00:00+00:00,211,13,233,53
2026-08-14 00:00:00+00:00,1016,16,258,52
2026-08-15 00:00:00+00:00,560,19,142,28
2026-08-16 00:00:00+00:00,1126,24,233,96
2026-08-17 00:00:00+00:00,373,19,224,93
2026-08-18 00:00:00+00:00,922,15,158,47
2026-08-19 00:00:00+00:00,2083,37,338,54
2026-08-20 00:00:00+00:00,860,20,349,61
2026-08-21 00:00:00+00:00,1391,21,347,63
2026-08-22 00:00:00+00:00,728,11,172,32
2026-08-23 00:00:00+00:00,1456,17,216,26
2026-08-24 00:00:00+00:00,945,20,303,42
2026-08-25 00:00:00+00:00,1057,32,256,45
2026-08-26 00:00:00+00:00,951,41,312,59
