time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-01 00:00:00+00:00,1185,36,270,32
2026-06-02 00:00:00+00:00,1907,36,218,45
2026-06-03 00:00:00+00:00,1071,87,192,20
2026-06-04 00:00:00+00:00,592,30,140,24
2026-06-05 00:00:00+00:00,1286,78,257,30
2026-06-06 00:00:00+00:00,277,27,56,27
2026-06-07 00:00:00+00:00,125,36,33,14
2026-06-08 00:00:00+00:00,175,23,190,32
2026-06-09 00:00:00+00:00,697,22,277,33
2026-06-10 00:00:00+00:00,1899,75,283,47
2026-06-11 00:00:00+00:00,1809,33,308,39
2026-06-12 00:00:00+00:00,1536,70,399,34
2026-06-13 00:00:00+00:00,1076,53,224,46
2026-06-14 00:00:00+00:00,764,63,224,20
