time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-05 00:00:00+00:00,187,10,195,30
2025-04-06 00:00:00+00:00,55,4,201,16
2025-04-07 00:00:00+00:00,130,5,176,22
2025-04-08 00:00:00+00:00,30,3,131,26
2025-04-09 00:00:00+00:00,99,8,131,30
2025-04-10 00:00:00+00:00,54,5,62,17
2025-04-11 00:00:00+00:00,96,5,111,19
2025-04-12 00:00:00+00:00,62,5,101,15
2025-04-13 00:00:00+00:00,42,4,32,9
2025-04-14 00:00:00+00:00,89,3,116,21
2025-04-15 00:00:00+00:00,12,4,97,26
2025-04-16 00:00:00+00:00,111,5,126,19
2025-04-17 00:00:00+00:00,219,4,155,13
2025-04-18 00:00:00+00:00,19,5,93,19
