referrer,views_total,views_unique
github.com,1073,31
mflowcode.github.io,330,38
Google,86,18
Bing,38,4
comp-physics.group,13,2
exmail.qq.com,5,1
goodfirstissues.com,4,3
cn.bing.com,3,2
DuckDuckGo,3,1
com.google.android.gm,1,1
