time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-19 00:00:00+00:00,2083,37,338,54
2026-08-20 00:00:00+00:00,860,20,349,61
2026-08-21 00:00:00+00:00,1391,21,347,63
2026-08-22 00:00:00+00:00,728,11,172,32
2026-08-23 00:00:00+00:00,1456,17,216,26
2026-08-24 00:00:00+00:00,945,20,303,42
2026-08-25 00:00:00+00:00,1057,32,256,45
2026-08-26 00:00:00+00:00,951,41,312,59
2026-08-27 00:00:00+00:00,2058,24,418,69
2026-08-28 00:00:00+00:00,4637,25,292,45
2026-08-29 00:00:00+00:00,1448,18,192,36
2026-08-30 00:00:00+00:00,1272,22,277,46
2026-08-31 00:00:00+00:00,854,65,250,58
2026-09-01 00:00:00+00:00,1434,38,337,59
