time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-14 00:00:00+00:00,1739,118,49,24
2026-03-15 00:00:00+00:00,1617,21,131,28
2026-03-16 00:00:00+00:00,1569,87,133,36
2026-03-17 00:00:00+00:00,1521,19,227,54
2026-03-18 00:00:00+00:00,1751,19,191,60
2026-03-19 00:00:00+00:00,1250,14,118,51
2026-03-20 00:00:00+00:00,590,12,347,58
2026-03-21 00:00:00+00:00,813,74,75,30
2026-03-22 00:00:00+00:00,614,41,73,34
2026-03-23 00:00:00+00:00,348,103,151,64
2026-03-24 00:00:00+00:00,259,23,289,63
2026-03-25 00:00:00+00:00,379,33,181,55
2026-03-26 00:00:00+00:00,1756,19,370,271
2026-03-27 00:00:00+00:00,570,11,248,55
