time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-09 00:00:00+00:00,158,5,206,13
2024-12-10 00:00:00+00:00,203,3,461,14
2024-12-11 00:00:00+00:00,55,2,205,18
2024-12-12 00:00:00+00:00,104,2,113,14
2024-12-13 00:00:00+00:00,79,2,144,15
2024-12-14 00:00:00+00:00,28,5,43,9
2024-12-15 00:00:00+00:00,253,2,215,12
2024-12-16 00:00:00+00:00,482,2,427,20
2024-12-17 00:00:00+00:00,91,6,206,17
2024-12-18 00:00:00+00:00,198,1,304,17
2024-12-19 00:00:00+00:00,144,4,192,18
2024-12-20 00:00:00+00:00,185,3,243,13
2024-12-21 00:00:00+00:00,367,3,327,14
2024-12-22 00:00:00+00:00,162,2,300,12
