referrer,views_total,views_unique
github.com,1122,40
mflowcode.github.io,617,49
Google,172,38
DuckDuckGo,22,2
Bing,20,6
linkedin.com,6,1
mail.google.com,5,1
cn.bing.com,3,3
comp-physics.group,3,3
chatgpt.com,2,2
