time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-07 00:00:00+00:00,2071,71,299,36
2026-09-08 00:00:00+00:00,1710,35,342,53
2026-09-09 00:00:00+00:00,894,17,138,37
2026-09-10 00:00:00+00:00,1090,40,270,55
2026-09-11 00:00:00+00:00,1283,72,155,38
2026-09-12 00:00:00+00:00,2468,232,195,39
2026-09-13 00:00:00+00:00,2387,134,179,38
2026-09-14 00:00:00+00:00,1320,56,134,49
2026-09-15 00:00:00+00:00,707,37,235,59
2026-09-16 00:00:00+00:00,810,49,193,50
2026-09-17 00:00:00+00:00,1892,79,311,49
2026-09-18 00:00:00+00:00,1535,58,249,58
2026-09-19 00:00:00+00:00,1584,67,152,32
2026-09-20 00:00:00+00:00,767,112,163,39
