time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-02 00:00:00+00:00,8,2,23,4
2025-03-03 00:00:00+00:00,30,5,98,15
2025-03-04 00:00:00+00:00,5,3,74,15
2025-03-05 00:00:00+00:00,19,5,96,16
2025-03-06 00:00:00+00:00,12,4,73,23
2025-03-07 00:00:00+00:00,117,5,143,18
2025-03-08 00:00:00+00:00,84,1,70,16
2025-03-09 00:00:00+00:00,76,3,136,17
2025-03-10 00:00:00+00:00,51,3,146,22
2025-03-11 00:00:00+00:00,20,8,136,18
2025-03-12 00:00:00+00:00,10,3,879,286
2025-03-13 00:00:00+00:00,49,4,211,61
2025-03-14 00:00:00+00:00,53,7,122,46
2025-03-15 00:00:00+00:00,31,3,84,21
