referrer,views_total,views_unique
github.com,778,59
mflowcode.github.io,195,46
Google,128,47
Bing,61,10
search.brave.com,13,1
chatgpt.com,11,4
DuckDuckGo,5,3
linfu.people.ust.hk,4,2
teams.public.onecdn.static.microsoft,4,1
cigmo.github.io,3,1
