referrer,views_total,views_unique
github.com,756,85
mflowcode.github.io,209,53
Google,86,30
Bing,53,16
statics.teams.cdn.office.net,29,8
chatgpt.com,19,3
Yahoo,12,1
llnl.gov,10,2
DuckDuckGo,8,3
search.brave.com,6,1
