referrer,views_total,views_unique
github.com,1220,42
Google,246,23
mflowcode.github.io,151,27
comp-physics.group,49,5
link.zhihu.com,18,11
zhihu.com,11,3
physics.paperswithcode.com,1,1
fortran-lang.discourse.group,1,1
