referrer,views_total,views_unique
github.com,802,38
mflowcode.github.io,274,30
Google,139,22
search.brave.com,9,1
goodfirstissues.com,5,3
comp-physics.group,4,2
Bing,3,3
cn.bing.com,2,2
app.codecov.io,2,1
presearch.com,1,1
