referrer,views_total,views_unique
github.com,288,28
mflowcode.github.io,132,36
Google,53,25
Bing,10,8
comp-physics.group,6,6
cn.bing.com,4,4
DuckDuckGo,2,2
m.sogou.com,1,1
yandex.ru,1,1
