time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-05 00:00:00+00:00,1173,31,142,27
2026-05-06 00:00:00+00:00,1540,54,108,32
2026-05-07 00:00:00+00:00,1530,77,144,28
2026-05-08 00:00:00+00:00,1739,80,119,30
2026-05-09 00:00:00+00:00,2063,80,108,15
2026-05-10 00:00:00+00:00,1227,46,59,16
2026-05-11 00:00:00+00:00,1889,90,123,30
2026-05-12 00:00:00+00:00,1891,158,205,34
2026-05-13 00:00:00+00:00,1585,69,257,28
2026-05-14 00:00:00+00:00,457,32,124,28
2026-05-15 00:00:00+00:00,975,77,75,23
2026-05-16 00:00:00+00:00,408,27,97,26
2026-05-17 00:00:00+00:00,239,20,54,19
2026-05-18 00:00:00+00:00,1151,86,140,32
