referrer,views_total,views_unique
github.com,1234,39
Google,246,23
mflowcode.github.io,150,27
comp-physics.group,56,6
zhihu.com,38,4
link.zhihu.com,26,12
physics.paperswithcode.com,1,1
fortran-lang.discourse.group,1,1
