time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-02 00:00:00+00:00,209,12,280,31
2025-07-03 00:00:00+00:00,545,23,190,19
2025-07-04 00:00:00+00:00,107,6,138,24
2025-07-05 00:00:00+00:00,20,4,48,10
2025-07-06 00:00:00+00:00,83,4,58,10
2025-07-07 00:00:00+00:00,121,16,241,26
2025-07-08 00:00:00+00:00,443,17,415,24
2025-07-09 00:00:00+00:00,129,7,363,28
2025-07-10 00:00:00+00:00,153,14,387,26
2025-07-11 00:00:00+00:00,728,39,612,29
2025-07-12 00:00:00+00:00,473,14,385,19
2025-07-13 00:00:00+00:00,338,17,168,14
2025-07-14 00:00:00+00:00,850,39,270,20
2025-07-15 00:00:00+00:00,416,23,124,17
