referrer,views_total,views_unique
github.com,401,57
Google,105,33
Bing,98,12
mflowcode.github.io,94,24
t.co,6,5
DuckDuckGo,6,1
statics.teams.cdn.office.net,4,1
fortranwiki.org,3,2
sciencedirect.com,3,2
cigmo.github.io,3,1
