referrer,views_total,views_unique
github.com,1306,46
mflowcode.github.io,382,42
Google,175,10
researchgate.net,35,1
Bing,25,2
comp-physics.group,15,4
linkedin.com,8,2
exmail.qq.com,4,1
DuckDuckGo,3,2
pdf.sciencedirectassets.com,1,1
