referrer,views_total,views_unique
github.com,643,30
mflowcode.github.io,158,39
Google,130,34
Baidu,30,1
Bing,14,3
linfu.people.ust.hk,5,3
cn.bing.com,5,3
com.google.android.gm,5,2
qwant.com,2,1
linkedin.com,1,1
